teensy_ms,esp_ms,sensor,accel_x,accel_y,accel_z,magnitude
61068,476282,IMU,0.04,-0.08,7.76,7.76
61168,476382,IMU,0.04,-0.03,7.77,7.77
61268,476482,IMU,0.06,-0.05,7.81,7.81
61368,476582,IMU,0.07,-0.08,7.71,7.71
61468,476682,IMU,0.07,-0.08,7.77,7.77
61568,476782,IMU,0.05,-0.09,7.71,7.71
61668,476882,IMU,0.08,-0.09,7.71,7.71
61768,476982,IMU,0.09,-0.08,7.72,7.73
61868,477082,IMU,0.06,-0.08,7.79,7.79
61968,477182,IMU,0.06,-0.07,7.74,7.74
62068,477282,IMU,0.07,-0.07,7.75,7.75
62168,477382,IMU,0.07,-0.08,7.73,7.74
62268,477482,IMU,0.05,-0.08,7.80,7.80
62450,477663,IMU,0.03,-0.05,7.75,7.75
62468,477682,IMU,0.07,-0.10,7.76,7.76
62568,477782,IMU,0.05,-0.08,7.74,7.74
62668,477882,IMU,0.06,-0.08,7.73,7.74
62768,477982,IMU,0.06,-0.06,7.77,7.77
62868,478082,IMU,0.05,-0.08,7.75,7.76
62968,478182,IMU,0.07,-0.09,7.74,7.74
63068,478282,IMU,0.06,-0.07,7.75,7.76
63168,478382,IMU,0.04,-0.09,7.74,7.74
63268,478482,IMU,0.05,-0.08,7.75,7.75
63368,478582,IMU,0.07,-0.07,7.73,7.73
63468,478682,IMU,0.05,-0.08,7.77,7.77
63568,478782,IMU,0.06,-0.07,7.73,7.73
63668,478882,IMU,0.06,-0.09,7.74,7.74
63768,478982,IMU,0.07,-0.06,7.72,7.73
63868,479082,IMU,0.05,-0.07,7.78,7.79
63968,479182,IMU,0.08,-0.05,7.72,7.72
64068,479282,IMU,0.07,-0.11,7.72,7.72
64168,479382,IMU,0.06,-0.10,7.72,7.72
64268,479482,IMU,0.08,-0.07,7.74,7.74
64450,479663,IMU,0.06,-0.05,7.74,7.74
64468,479682,IMU,0.07,-0.07,7.74,7.74
64568,479782,IMU,0.07,-0.08,7.74,7.74
64668,479882,IMU,0.08,-0.06,7.73,7.73
64768,479982,IMU,0.06,-0.06,7.75,7.76
64868,480082,IMU,0.07,-0.06,7.73,7.73
64968,480182,IMU,0.04,-0.07,7.73,7.73
65068,480282,IMU,0.06,-0.06,7.75,7.75
65168,480382,IMU,0.06,-0.08,7.70,7.70
65268,480482,IMU,0.07,-0.08,7.73,7.73
65368,480582,IMU,0.07,-0.10,7.73,7.74
65468,480682,IMU,0.06,-0.08,7.76,7.76
65568,480782,IMU,0.05,-0.10,7.75,7.75
65668,480882,IMU,0.08,-0.08,7.76,7.76
65768,480982,IMU,0.06,-0.08,7.75,7.75
65868,481082,IMU,0.07,-0.07,7.72,7.72
65968,481182,IMU,0.06,-0.07,7.73,7.73
66068,481282,IMU,0.07,-0.09,7.74,7.74
66168,481382,IMU,0.08,-0.08,7.76,7.76
66268,481482,IMU,0.07,-0.06,7.72,7.72
66450,481663,IMU,0.06,-0.10,7.73,7.73
66468,481682,IMU,0.05,-0.08,7.75,7.75
66568,481782,IMU,0.04,-0.07,7.74,7.74
66668,481882,IMU,0.07,-0.07,7.75,7.75
66768,481982,IMU,0.07,-0.07,7.78,7.78
66868,482082,IMU,0.06,-0.07,7.76,7.76
66968,482182,IMU,0.07,-0.08,7.74,7.74
67068,482282,IMU,0.06,-0.08,7.72,7.72
67168,482382,IMU,0.08,-0.08,7.75,7.75
67268,482482,IMU,0.05,-0.07,7.75,7.76
67368,482582,IMU,0.07,-0.09,7.72,7.73
67468,482682,IMU,0.06,-0.10,7.74,7.74
67568,482782,IMU,0.06,-0.08,7.72,7.73
67668,482882,IMU,0.07,-0.05,7.73,7.73
67768,482982,IMU,0.07,-0.07,7.73,7.74
67868,483082,IMU,0.06,-0.09,7.77,7.77
67968,483182,IMU,0.05,-0.07,7.73,7.73
68068,483282,IMU,0.04,-0.08,7.74,7.74
68168,483382,IMU,0.07,-0.08,7.75,7.75
68268,483482,IMU,0.06,-0.07,7.73,7.73
68450,483663,IMU,0.08,-0.08,7.75,7.76
68468,483682,IMU,0.06,-0.07,7.71,7.71
68568,483782,IMU,0.07,-0.10,7.74,7.74
68668,483882,IMU,0.05,-0.06,7.72,7.72
68768,483982,IMU,0.08,-0.07,7.73,7.73
68868,484082,IMU,0.05,-0.10,7.73,7.73
68968,484182,IMU,0.05,-0.11,7.74,7.75
69068,484282,IMU,0.06,-0.08,7.74,7.74
69168,484382,IMU,0.04,-0.08,7.74,7.74
69268,484482,IMU,0.07,-0.05,7.77,7.77
69368,484582,IMU,0.07,-0.09,7.73,7.74
69468,484682,IMU,0.06,-0.09,7.72,7.72
69568,484782,IMU,0.06,-0.08,7.75,7.75
69668,484882,IMU,0.04,-0.07,7.74,7.74
69768,484982,IMU,0.07,-0.06,7.74,7.74
69868,485082,IMU,0.08,-0.09,7.77,7.77
69968,485182,IMU,0.07,-0.07,7.78,7.78
70068,485282,IMU,0.06,-0.07,7.74,7.74
70168,485382,IMU,0.06,-0.07,7.76,7.76
70268,485482,IMU,0.06,-0.06,7.77,7.77
70450,485663,IMU,0.07,-0.07,7.74,7.74
70468,485682,IMU,0.06,-0.09,7.74,7.74
70568,485782,IMU,0.05,-0.09,7.76,7.76
70668,485882,IMU,0.06,-0.10,7.74,7.74
70768,485982,IMU,0.07,-0.09,7.74,7.74
70868,486082,IMU,0.07,-0.08,7.76,7.77
70968,486182,IMU,0.06,-0.07,7.75,7.75
71068,486282,IMU,0.05,-0.09,7.73,7.73
71168,486382,IMU,0.07,-0.07,7.73,7.74
71268,486482,IMU,0.06,-0.09,7.75,7.75
71368,486582,IMU,0.08,-0.10,7.75,7.75
71468,486682,IMU,0.04,-0.09,7.74,7.74
71568,486782,IMU,0.06,-0.07,7.74,7.74
71668,486882,IMU,0.05,-0.08,7.73,7.73
71768,486982,IMU,0.06,-0.07,7.74,7.74
71868,487082,IMU,0.08,-0.08,7.77,7.77
71968,487182,IMU,0.08,-0.07,7.72,7.73
72068,487282,IMU,0.05,-0.06,7.73,7.73
72168,487382,IMU,0.06,-0.07,7.75,7.75
72268,487482,IMU,0.06,-0.08,7.75,7.75
72450,487663,IMU,0.08,-0.07,7.76,7.76
72468,487682,IMU,0.05,-0.10,7.74,7.74
72568,487782,IMU,0.05,-0.08,7.74,7.74
72668,487882,IMU,0.05,-0.06,7.73,7.73
72768,487982,IMU,0.06,-0.07,7.72,7.73
72868,488082,IMU,0.07,-0.07,7.75,7.75
72968,488182,IMU,0.07,-0.05,7.78,7.78
73068,488282,IMU,0.06,-0.07,7.73,7.73
73168,488382,IMU,0.07,-0.09,7.75,7.75
73268,488482,IMU,0.07,-0.07,7.72,7.72
73368,488582,IMU,0.07,-0.07,7.75,7.75
73468,488682,IMU,0.06,-0.07,7.71,7.71
73568,488782,IMU,0.06,-0.08,7.75,7.75
73668,488882,IMU,0.07,-0.09,7.74,7.74
73768,488982,IMU,0.05,-0.09,7.77,7.77
73868,489082,IMU,0.06,-0.07,7.72,7.72
73968,489182,IMU,0.07,-0.06,7.76,7.76
74068,489282,IMU,0.06,-0.08,7.74,7.74
74168,489382,IMU,0.05,-0.08,7.73,7.73
74268,489482,IMU,0.07,-0.07,7.72,7.72
74449,489663,IMU,0.07,-0.09,7.71,7.71
74468,489682,IMU,0.06,-0.07,7.73,7.73
74568,489782,IMU,0.06,-0.09,7.74,7.74
74668,489882,IMU,0.06,-0.06,7.76,7.76
74768,489982,IMU,0.05,-0.07,7.74,7.74
74868,490082,IMU,0.06,-0.05,7.76,7.76
74968,490182,IMU,0.06,-0.09,7.75,7.75
75068,490282,IMU,0.08,-0.10,7.74,7.74
75168,490382,IMU,0.05,-0.07,7.74,7.74
75268,490482,IMU,0.06,-0.08,7.73,7.73
75368,490582,IMU,0.06,-0.09,7.74,7.74
75468,490682,IMU,0.08,-0.10,7.74,7.74
75568,490782,IMU,0.05,-0.07,7.78,7.79
75668,490882,IMU,0.07,-0.07,7.75,7.75
75768,490982,IMU,0.06,-0.10,7.73,7.73
75868,491082,IMU,0.09,-0.07,7.74,7.74
75968,491182,IMU,0.07,-0.08,7.75,7.75
76068,491282,IMU,0.08,-0.07,7.71,7.71
76168,491382,IMU,0.05,-0.10,7.76,7.76
76268,491482,IMU,0.07,-0.08,7.76,7.76
76449,491663,IMU,0.06,-0.07,7.78,7.78
76468,491682,IMU,0.04,-0.07,7.77,7.77
76568,491782,IMU,0.06,-0.06,7.75,7.75
76668,491882,IMU,0.08,-0.09,7.74,7.74
76768,491982,IMU,0.07,-0.07,7.72,7.72
76868,492082,IMU,0.07,-0.10,7.74,7.74
76968,492182,IMU,0.06,-0.08,7.75,7.75
77068,492282,IMU,0.07,-0.08,7.72,7.72
77168,492382,IMU,0.06,-0.08,7.72,7.72
77268,492482,IMU,0.08,-0.07,7.74,7.74
77368,492582,IMU,0.06,-0.06,7.73,7.73
77468,492682,IMU,0.08,-0.07,7.78,7.78
77568,492782,IMU,0.06,-0.07,7.76,7.76
77668,492882,IMU,0.06,-0.06,7.74,7.74
77768,492982,IMU,0.08,-0.08,7.77,7.77
77868,493082,IMU,0.05,-0.08,7.72,7.72
77968,493182,IMU,0.07,-0.09,7.74,7.74
78068,493282,IMU,0.06,-0.07,7.72,7.72
78168,493382,IMU,0.07,-0.11,7.75,7.75
78268,493482,IMU,0.06,-0.08,7.75,7.75
78450,493663,IMU,0.08,-0.05,7.75,7.75
78468,493682,IMU,0.04,-0.07,7.73,7.73
78568,493782,IMU,0.08,-0.09,7.74,7.74
78668,493882,IMU,0.06,-0.09,7.76,7.76
78768,493982,IMU,0.06,-0.08,7.73,7.73
78868,494082,IMU,0.06,-0.08,7.73,7.73
78968,494182,IMU,0.07,-0.06,7.73,7.73
79068,494282,IMU,0.06,-0.07,7.73,7.73
79168,494382,IMU,0.05,-0.09,7.76,7.76
79268,494482,IMU,0.08,-0.08,7.72,7.72
79368,494582,IMU,0.06,-0.08,7.74,7.74
79468,494682,IMU,0.05,-0.10,7.76,7.77
79568,494782,IMU,0.06,-0.09,7.73,7.73
79668,494882,IMU,0.04,-0.08,7.75,7.75
79768,494982,IMU,0.07,-0.04,7.77,7.77
79868,495082,IMU,0.07,-0.08,7.75,7.75
79968,495182,IMU,0.05,-0.07,7.75,7.75
80068,495282,IMU,0.06,-0.08,7.71,7.71
80168,495382,IMU,0.05,-0.07,7.73,7.73
80268,495482,IMU,0.06,-0.08,7.75,7.75
80449,495663,IMU,0.06,-0.10,7.74,7.74
80468,495682,IMU,0.06,-0.07,7.73,7.73
80568,495782,IMU,0.06,-0.09,7.75,7.75
80668,495882,IMU,0.04,-0.08,7.73,7.73
80768,495982,IMU,0.05,-0.08,7.72,7.72
80868,496082,IMU,0.05,-0.08,7.77,7.77
80968,496182,IMU,0.05,-0.07,7.72,7.72
81068,496282,IMU,0.07,-0.07,7.77,7.77
81168,496382,IMU,0.06,-0.08,7.76,7.76
81268,496482,IMU,0.06,-0.08,7.75,7.75
81368,496582,IMU,0.06,-0.10,7.73,7.73
81468,496682,IMU,0.08,-0.07,7.71,7.71
81568,496782,IMU,0.04,-0.07,7.74,7.74
81668,496882,IMU,0.05,-0.08,7.74,7.74
81768,496982,IMU,0.08,-0.08,7.74,7.74
81868,497082,IMU,0.06,-0.09,7.75,7.75
81968,497182,IMU,0.06,-0.07,7.74,7.74
82068,497282,IMU,0.06,-0.09,7.74,7.74
82168,497382,IMU,0.07,-0.09,7.70,7.70
82268,497482,IMU,0.06,-0.08,7.77,7.77
82449,497663,IMU,0.07,-0.09,7.74,7.74
82468,497682,IMU,0.07,-0.06,7.72,7.72
82568,497782,IMU,0.06,-0.09,7.75,7.75
82668,497882,IMU,0.06,-0.08,7.75,7.76
82768,497982,IMU,0.06,-0.07,7.76,7.76
82868,498082,IMU,0.06,-0.06,7.73,7.73
82968,498182,IMU,0.04,-0.07,7.75,7.75
83068,498282,IMU,0.06,-0.06,7.74,7.74
83168,498382,IMU,0.07,-0.07,7.74,7.74
83268,498482,IMU,0.05,-0.09,7.76,7.76
83368,498582,IMU,0.06,-0.09,7.70,7.70
83468,498682,IMU,0.06,-0.06,7.74,7.74
83568,498782,IMU,0.07,-0.07,7.73,7.73
83668,498882,IMU,0.07,-0.08,7.75,7.75
83768,498982,IMU,0.04,-0.09,7.75,7.75
83868,499082,IMU,0.07,-0.07,7.72,7.73
83968,499182,IMU,0.06,-0.08,7.75,7.75
84068,499282,IMU,0.08,-0.07,7.74,7.74
84168,499382,IMU,0.07,-0.08,7.74,7.74
84268,499482,IMU,0.07,-0.07,7.73,7.73
84449,499663,IMU,0.07,-0.08,7.74,7.74
84468,499682,IMU,0.06,-0.08,7.73,7.74
84568,499782,IMU,0.05,-0.06,7.75,7.75
84668,499882,IMU,0.07,-0.08,7.74,7.74
84768,499982,IMU,0.07,-0.09,7.74,7.74
84868,500082,IMU,0.07,-0.08,7.78,7.78
84968,500182,IMU,0.06,-0.08,7.73,7.73
85068,500282,IMU,0.06,-0.08,7.73,7.73
85168,500382,IMU,0.07,-0.08,7.73,7.73
85268,500482,IMU,0.07,-0.07,7.72,7.72
85368,500582,IMU,0.07,-0.10,7.72,7.72
85468,500682,IMU,0.06,-0.10,7.74,7.74
85568,500782,IMU,0.06,-0.06,7.75,7.75
85668,500882,IMU,0.07,-0.07,7.73,7.73
85768,500982,IMU,0.07,-0.09,7.74,7.74
85868,501082,IMU,0.07,-0.08,7.72,7.72
85968,501182,IMU,0.06,-0.07,7.75,7.75
86068,501282,IMU,0.06,-0.07,7.75,7.75
86168,501382,IMU,0.07,-0.08,7.75,7.75
86268,501482,IMU,0.08,-0.07,7.73,7.73
86449,501663,IMU,0.08,-0.07,7.74,7.74
86468,501682,IMU,0.07,-0.05,7.74,7.74
86568,501782,IMU,0.07,-0.07,7.74,7.74
86668,501882,IMU,0.06,-0.10,7.76,7.76
86768,501982,IMU,0.06,-0.08,7.74,7.74
86868,502082,IMU,0.06,-0.07,7.73,7.74
86968,502182,IMU,0.04,-0.09,7.76,7.76
87068,502282,IMU,0.08,-0.09,7.72,7.72
87168,502382,IMU,0.06,-0.06,7.75,7.75
87268,502482,IMU,0.06,-0.07,7.74,7.74
87368,502582,IMU,0.07,-0.09,7.76,7.76
87468,502682,IMU,0.08,-0.07,7.74,7.74
87568,502782,IMU,0.06,-0.08,7.75,7.75
87667,502882,IMU,0.07,-0.08,7.74,7.74
87767,502982,IMU,0.07,-0.09,7.74,7.74
87867,503082,IMU,0.05,-0.10,7.75,7.75
87967,503182,IMU,0.09,-0.09,7.74,7.74
88067,503282,IMU,0.05,-0.08,7.73,7.73
88167,503382,IMU,0.05,-0.08,7.73,7.73
88267,503482,IMU,0.05,-0.08,7.71,7.71
88449,503663,IMU,0.06,-0.08,7.72,7.72
88467,503682,IMU,0.08,-0.07,7.76,7.76
88567,503782,IMU,0.07,-0.09,7.73,7.73
88667,503882,IMU,0.09,-0.10,7.72,7.73
88767,503982,IMU,0.07,-0.06,7.75,7.75
88867,504082,IMU,0.07,-0.08,7.77,7.77
88967,504182,IMU,0.06,-0.07,7.75,7.75
89067,504282,IMU,0.04,-0.08,7.75,7.75
89167,504382,IMU,0.07,-0.07,7.74,7.74
89267,504482,IMU,0.08,-0.10,7.74,7.74
89367,504582,IMU,0.07,-0.07,7.75,7.75
89467,504682,IMU,0.06,-0.09,7.75,7.75
89567,504782,IMU,0.07,-0.07,7.73,7.73
89667,504882,IMU,0.06,-0.08,7.71,7.71
89767,504982,IMU,0.07,-0.09,7.77,7.77
89867,505082,IMU,0.05,-0.07,7.70,7.70
89967,505182,IMU,0.05,-0.06,7.73,7.73
90067,505282,IMU,0.06,-0.09,7.74,7.74
90167,505382,IMU,0.06,-0.07,7.73,7.74
90267,505482,IMU,0.09,-0.08,7.73,7.73
90449,505663,IMU,0.06,-0.07,7.74,7.74
90467,505682,IMU,0.06,-0.08,7.73,7.73
90567,505782,IMU,0.07,-0.08,7.75,7.75
90667,505882,IMU,0.05,-0.06,7.73,7.73
90767,505982,IMU,0.06,-0.09,7.74,7.74
90867,506082,IMU,0.07,-0.07,7.74,7.74
90967,506182,IMU,0.07,-0.08,7.75,7.75
91067,506282,IMU,0.06,-0.09,7.74,7.74
91167,506382,IMU,0.06,-0.07,7.72,7.72
91267,506482,IMU,0.05,-0.08,7.73,7.73
91367,506582,IMU,0.05,-0.08,7.73,7.73
91467,506682,IMU,0.07,-0.08,7.74,7.74
91567,506782,IMU,0.07,-0.07,7.71,7.71
91667,506882,IMU,0.07,-0.06,7.74,7.74
91767,506982,IMU,0.06,-0.10,7.75,7.75
91867,507082,IMU,0.06,-0.08,7.73,7.74
91967,507182,IMU,0.05,-0.09,7.75,7.75
92067,507282,IMU,0.05,-0.07,7.76,7.76
92167,507382,IMU,0.05,-0.06,7.75,7.75
92267,507482,IMU,0.07,-0.09,7.72,7.72
92449,507663,IMU,0.08,-0.09,7.76,7.76
92467,507682,IMU,0.06,-0.06,7.76,7.76
92567,507782,IMU,0.08,-0.09,7.75,7.75
92667,507882,IMU,0.06,-0.09,7.77,7.77
92767,507982,IMU,0.05,-0.07,7.76,7.76
92867,508082,IMU,0.06,-0.09,7.74,7.74
92967,508182,IMU,0.05,-0.09,7.78,7.78
93067,508282,IMU,0.07,-0.11,7.71,7.71
93167,508382,IMU,0.06,-0.09,7.76,7.76
93267,508482,IMU,0.05,-0.06,7.73,7.73
93367,508582,IMU,0.07,-0.07,7.76,7.76
93467,508682,IMU,0.07,-0.09,7.75,7.75
93567,508782,IMU,0.07,-0.07,7.72,7.72
93667,508882,IMU,0.05,-0.10,7.73,7.73
93767,508982,IMU,0.05,-0.07,7.73,7.73
93867,509082,IMU,0.06,-0.05,7.77,7.77
93967,509182,IMU,0.07,-0.06,7.75,7.75
94067,509282,IMU,0.05,-0.11,7.73,7.73
94167,509382,IMU,0.06,-0.06,7.73,7.73
94267,509482,IMU,0.04,-0.06,7.73,7.73
94449,509663,IMU,0.06,-0.09,7.76,7.76
94467,509682,IMU,0.07,-0.08,7.74,7.74
94567,509782,IMU,0.05,-0.08,7.74,7.74
94667,509882,IMU,0.04,-0.08,7.74,7.74
94767,509982,IMU,0.04,-0.08,7.69,7.69
94867,510082,IMU,0.06,-0.08,7.75,7.75
94967,510182,IMU,0.08,-0.06,7.74,7.74
95067,510282,IMU,0.07,-0.08,7.72,7.72
95167,510382,IMU,0.05,-0.07,7.72,7.72
95267,510482,IMU,0.06,-0.09,7.73,7.73
95367,510582,IMU,0.07,-0.07,7.75,7.76
95467,510682,IMU,0.05,-0.08,7.71,7.71
95567,510782,IMU,0.08,-0.09,7.72,7.72
95667,510882,IMU,0.07,-0.08,7.73,7.73
95767,510982,IMU,0.06,-0.09,7.74,7.74
95867,511082,IMU,0.04,-0.09,7.73,7.73
95967,511182,IMU,0.05,-0.08,7.75,7.75
96067,511282,IMU,0.06,-0.08,7.74,7.74
96167,511382,IMU,0.07,-0.07,7.75,7.75
96267,511482,IMU,0.05,-0.08,7.76,7.76
96449,511663,IMU,0.09,-0.07,7.77,7.77
96467,511682,IMU,0.06,-0.07,7.76,7.76
96567,511782,IMU,0.07,-0.09,7.76,7.77
96667,511882,IMU,0.07,-0.06,7.76,7.76
96767,511982,IMU,0.05,-0.10,7.76,7.76
96867,512082,IMU,0.06,-0.05,7.74,7.74
96967,512182,IMU,0.08,-0.06,7.73,7.73
97067,512282,IMU,0.05,-0.08,7.76,7.76
97167,512382,IMU,0.06,-0.10,7.72,7.72
97267,512482,IMU,0.08,-0.08,7.74,7.74
97367,512582,IMU,0.07,-0.08,7.72,7.72
97467,512682,IMU,0.06,-0.08,7.74,7.74
97567,512782,IMU,0.07,-0.09,7.77,7.77
97667,512882,IMU,0.08,-0.08,7.78,7.78
97767,512982,IMU,0.06,-0.08,7.73,7.73
97867,513082,IMU,0.08,-0.07,7.74,7.74
97967,513182,IMU,0.06,-0.08,7.75,7.75
98067,513282,IMU,0.08,-0.08,7.74,7.74
98167,513382,IMU,0.06,-0.06,7.73,7.73
98267,513482,IMU,0.06,-0.09,7.73,7.73
98449,513663,IMU,0.06,-0.08,7.73,7.73
98467,513682,IMU,0.06,-0.06,7.73,7.73
98567,513782,IMU,0.05,-0.09,7.75,7.75
98667,513882,IMU,0.06,-0.07,7.75,7.75
98767,513982,IMU,0.06,-0.08,7.74,7.74
98867,514082,IMU,0.05,-0.08,7.73,7.73
98967,514182,IMU,0.08,-0.05,7.72,7.72
99067,514282,IMU,0.05,-0.08,7.73,7.73
99167,514382,IMU,0.06,-0.08,7.76,7.76
99267,514482,IMU,0.08,-0.07,7.74,7.74
99367,514582,IMU,0.06,-0.08,7.74,7.74
99467,514682,IMU,0.07,-0.10,7.75,7.75
99567,514782,IMU,0.07,-0.07,7.73,7.73
99667,514882,IMU,0.05,-0.08,7.75,7.75
99767,514982,IMU,0.07,-0.06,7.74,7.74
99867,515082,IMU,0.07,-0.08,7.73,7.73
99967,515182,IMU,0.05,-0.08,7.75,7.75
100067,515282,IMU,0.07,-0.07,7.70,7.70
100167,515382,IMU,0.05,-0.09,7.74,7.74
100267,515482,IMU,0.05,-0.07,7.75,7.75
100448,515663,IMU,0.04,-0.11,7.73,7.73
100467,515682,IMU,0.05,-0.07,7.76,7.76
100567,515782,IMU,0.07,-0.06,7.73,7.73
100667,515882,IMU,0.06,-0.08,7.73,7.73
100767,515982,IMU,0.09,-0.09,7.75,7.75
100867,516082,IMU,0.07,-0.10,7.72,7.73
100967,516182,IMU,0.06,-0.08,7.73,7.74
101067,516282,IMU,0.06,-0.11,7.75,7.76
101167,516382,IMU,0.06,-0.10,7.73,7.73
101267,516482,IMU,0.06,-0.08,7.75,7.75
101367,516582,IMU,0.06,-0.08,7.74,7.74
101467,516682,IMU,0.06,-0.09,7.74,7.74
101567,516782,IMU,0.07,-0.09,7.73,7.73
101667,516882,IMU,0.06,-0.09,7.76,7.76
101767,516982,IMU,0.06,-0.05,7.74,7.74
101867,517082,IMU,0.07,-0.07,7.76,7.77
101967,517182,IMU,0.07,-0.08,7.75,7.75
102067,517282,IMU,0.05,-0.08,7.76,7.76
102167,517382,IMU,0.06,-0.06,7.78,7.78
102267,517482,IMU,0.08,-0.08,7.77,7.77
102448,517663,IMU,0.07,-0.10,7.77,7.77
102467,517682,IMU,0.05,-0.09,7.73,7.73
102567,517782,IMU,0.05,-0.10,7.72,7.72
102667,517882,IMU,0.07,-0.07,7.76,7.76
102767,517982,IMU,0.06,-0.08,7.72,7.72
102867,518082,IMU,0.07,-0.08,7.74,7.74
102967,518182,IMU,0.07,-0.08,7.71,7.71
103067,518282,IMU,0.04,-0.07,7.76,7.76
103167,518382,IMU,0.06,-0.10,7.72,7.72
103267,518482,IMU,0.05,-0.06,7.74,7.74
103367,518582,IMU,0.07,-0.09,7.74,7.74
103467,518682,IMU,0.06,-0.07,7.75,7.75
103567,518782,IMU,0.07,-0.07,7.72,7.72
103667,518882,IMU,0.07,-0.09,7.75,7.75
103767,518982,IMU,0.06,-0.07,7.77,7.77
103867,519082,IMU,0.04,-0.07,7.73,7.73
103967,519182,IMU,0.05,-0.07,7.73,7.73
104067,519282,IMU,0.07,-0.07,7.77,7.77
104167,519382,IMU,0.07,-0.09,7.74,7.74
104267,519482,IMU,0.07,-0.10,7.74,7.74
104448,519663,IMU,0.04,-0.07,7.73,7.73
104467,519682,IMU,0.06,-0.09,7.74,7.74
104567,519782,IMU,0.07,-0.10,7.75,7.75
104667,519882,IMU,0.04,-0.05,7.72,7.72
104767,519982,IMU,0.07,-0.08,7.76,7.76
104867,520082,IMU,0.06,-0.09,7.70,7.71
104967,520182,IMU,0.06,-0.09,7.72,7.72
105067,520282,IMU,0.06,-0.06,7.74,7.74
105167,520382,IMU,0.07,-0.06,7.76,7.76
105267,520482,IMU,0.07,-0.07,7.71,7.71
105367,520582,IMU,0.05,-0.08,7.74,7.74
105467,520682,IMU,0.08,-0.06,7.73,7.73
105567,520782,IMU,0.06,-0.09,7.73,7.74
105667,520882,IMU,0.07,-0.07,7.74,7.74
105767,520982,IMU,0.06,-0.06,7.75,7.75
105867,521082,IMU,0.06,-0.06,7.75,7.75
105967,521182,IMU,0.05,-0.07,7.73,7.73
106067,521282,IMU,0.07,-0.10,7.76,7.76
106167,521382,IMU,0.05,-0.06,7.73,7.73
106267,521482,IMU,0.06,-0.08,7.74,7.74
106448,521663,IMU,0.07,-0.09,7.72,7.72
106467,521682,IMU,0.05,-0.09,7.73,7.73
106567,521782,IMU,0.06,-0.09,7.74,7.74
106667,521882,IMU,0.07,-0.07,7.72,7.73
106767,521982,IMU,0.06,-0.07,7.74,7.74
106867,522082,IMU,0.06,-0.08,7.73,7.73
106967,522182,IMU,0.06,-0.07,7.73,7.73
107067,522282,IMU,0.07,-0.07,7.73,7.73
107167,522382,IMU,0.07,-0.08,7.71,7.71
107267,522482,IMU,0.07,-0.06,7.75,7.75
107367,522582,IMU,0.07,-0.06,7.75,7.75
107467,522682,IMU,0.07,-0.08,7.74,7.74
107567,522782,IMU,0.07,-0.07,7.75,7.75
107667,522882,IMU,0.06,-0.09,7.75,7.76
107767,522982,IMU,0.08,-0.07,7.71,7.71
107867,523082,IMU,0.05,-0.09,7.74,7.74
107967,523182,IMU,0.05,-0.07,7.72,7.72
108067,523282,IMU,0.07,-0.08,7.75,7.75
108167,523382,IMU,0.04,-0.08,7.75,7.75
108267,523482,IMU,0.06,-0.09,7.75,7.75
108448,523663,IMU,0.05,-0.07,7.73,7.73
108467,523682,IMU,0.06,-0.08,7.73,7.73
108567,523782,IMU,0.07,-0.09,7.71,7.71
108667,523882,IMU,0.07,-0.08,7.73,7.73
108767,523982,IMU,0.06,-0.08,7.75,7.75
108867,524082,IMU,0.07,-0.07,7.74,7.74
108967,524182,IMU,0.06,-0.09,7.74,7.74
109067,524282,IMU,0.05,-0.08,7.73,7.73
109167,524382,IMU,0.05,-0.08,7.74,7.74
109267,524482,IMU,0.08,-0.07,7.73,7.73
109367,524582,IMU,0.07,-0.07,7.74,7.74
109467,524682,IMU,0.09,-0.07,7.75,7.76
109567,524782,IMU,0.07,-0.08,7.72,7.72
109667,524882,IMU,0.06,-0.10,7.76,7.76
109767,524982,IMU,0.06,-0.06,7.76,7.76
109867,525082,IMU,0.07,-0.08,7.74,7.74
109967,525182,IMU,0.06,-0.09,7.74,7.74
110067,525282,IMU,0.07,-0.08,7.73,7.73
110167,525382,IMU,0.05,-0.09,7.75,7.75
110267,525482,IMU,0.08,-0.07,7.72,7.72
110449,525663,IMU,0.08,-0.07,7.75,7.75
110467,525682,IMU,0.09,-0.07,7.75,7.75
110567,525782,IMU,0.06,-0.06,7.75,7.75
110667,525882,IMU,0.05,-0.08,7.74,7.74
110767,525982,IMU,0.05,-0.07,7.74,7.74
110867,526082,IMU,0.08,-0.07,7.72,7.72
110967,526182,IMU,0.06,-0.08,7.72,7.72
111067,526282,IMU,0.05,-0.08,7.75,7.75
111167,526382,IMU,0.07,-0.08,7.75,7.76
111267,526482,IMU,0.05,-0.07,7.75,7.75
111367,526582,IMU,0.05,-0.07,7.74,7.74
111467,526682,IMU,0.05,-0.08,7.74,7.74
111567,526782,IMU,0.08,-0.09,7.74,7.75
111667,526882,IMU,0.06,-0.06,7.74,7.74
111767,526982,IMU,0.06,-0.10,7.75,7.75
111867,527082,IMU,0.06,-0.07,7.73,7.73
111967,527182,IMU,0.05,-0.09,7.71,7.71
112067,527282,IMU,0.05,-0.09,7.78,7.78
112167,527382,IMU,0.05,-0.08,7.75,7.75
112267,527482,IMU,0.05,-0.07,7.77,7.77
112448,527663,IMU,0.05,-0.07,7.72,7.72
112467,527682,IMU,0.05,-0.06,7.74,7.74
112567,527782,IMU,0.06,-0.10,7.75,7.75
112667,527882,IMU,0.09,-0.08,7.76,7.76
